structure,delta,stop_mult,tp_mult,vix_max,skip_bwd,trend_filter,t24,pnl24,pf24,dd24,t25,pnl25,pf25,dd25,pnl_is,pf_min,consistent
strangle,0.16,3.0,0.3,0.0,True,True,191,10977.13,2.77,-800.45,207,16761.45,3.1,-1122.11,27738.58,2.77,True
strangle,0.16,3.0,0.3,20.0,False,False,227,15194.01,2.52,-1308.39,188,20255.51,3.1,-1370.66,35449.52,2.52,False
strangle,0.16,3.0,0.3,20.0,False,True,227,12036.29,2.79,-800.45,188,13918.85,2.71,-1122.11,25955.14,2.71,False
strangle,0.16,3.0,0.3,20.0,True,False,177,12782.26,2.97,-814.47,181,20162.0,3.3,-1278.45,32944.26,2.97,False
strangle,0.16,3.0,0.3,20.0,True,True,177,9627.23,2.73,-800.45,181,13614.92,2.77,-1122.11,23242.15,2.73,False
strangle,0.16,3.0,0.3,25.0,False,False,248,18950.48,2.81,-1308.39,230,26386.46,3.12,-1127.37,45336.94,2.81,True
strangle,0.16,3.0,0.3,25.0,False,True,248,13844.0,2.88,-800.45,230,18124.8,3.08,-1122.11,31968.8,2.88,True
strangle,0.16,3.0,0.3,25.0,True,False,191,15414.92,3.32,-709.76,204,24211.51,3.4,-1127.37,39626.43,3.32,True
strangle,0.16,3.0,0.3,25.0,True,True,191,10977.13,2.77,-800.45,204,16578.5,3.08,-1122.11,27555.629999999997,2.77,True
strangle,0.16,3.0,0.5,0.0,False,False,252,14224.65,2.38,-1389.62,250,17705.2,2.0,-4804.84,31929.85,2.0,False
strangle,0.16,3.0,0.5,0.0,False,True,252,10525.56,2.55,-900.19,250,12898.72,2.33,-2189.2,23424.28,2.33,True
strangle,0.16,3.0,0.5,0.0,True,False,191,10803.68,2.6,-753.14,207,17142.38,2.62,-1127.37,27946.06,2.6,True
strangle,0.16,3.0,0.5,0.0,True,True,191,7704.94,2.27,-900.19,207,12030.05,2.65,-1197.62,19734.989999999998,2.27,True
strangle,0.16,3.0,0.5,20.0,False,False,227,10546.51,2.08,-1389.62,188,14191.07,2.5,-1380.42,24737.58,2.08,False
strangle,0.16,3.0,0.5,20.0,False,True,227,9017.73,2.47,-900.19,188,9677.52,2.3,-1197.62,18695.25,2.3,False
strangle,0.16,3.0,0.5,20.0,True,False,177,8850.55,2.35,-878.72,181,14238.39,2.66,-1140.76,23088.94,2.35,False
strangle,0.16,3.0,0.5,20.0,True,True,177,6782.27,2.25,-900.19,181,9500.38,2.35,-1197.62,16282.65,2.25,False
strangle,0.16,3.0,0.5,25.0,False,False,248,13263.87,2.29,-1389.62,230,19454.33,2.64,-1127.37,32718.200000000004,2.29,True
strangle,0.16,3.0,0.5,25.0,False,True,248,10295.15,2.51,-900.19,230,13204.04,2.68,-1197.62,23499.190000000002,2.51,True
strangle,0.16,3.0,0.5,25.0,True,False,191,10803.68,2.6,-753.14,204,17229.4,2.74,-1127.37,28033.08,2.6,True
strangle,0.16,3.0,0.5,25.0,True,True,191,7704.94,2.27,-900.19,204,11870.05,2.63,-1197.62,19574.989999999998,2.27,True
strangle,0.2,1.5,0.0,0.0,False,False,252,12032.54,2.06,-904.55,250,16207.39,1.85,-4846.51,28239.93,1.85,False
strangle,0.2,1.5,0.0,0.0,False,True,252,6567.4,1.52,-877.82,250,9645.27,1.53,-2772.43,16212.67,1.52,True
strangle,0.2,1.5,0.0,0.0,True,False,191,9875.31,2.3,-618.99,207,17741.35,2.46,-1573.9,27616.659999999996,2.3,True
strangle,0.2,1.5,0.0,0.0,True,True,191,5618.03,1.56,-877.82,207,10866.77,1.8,-1536.64,16484.8,1.56,True
strangle,0.2,1.5,0.0,20.0,False,False,227,8598.52,1.84,-1221.45,188,16530.53,2.57,-1333.2,25129.05,1.84,False
strangle,0.2,1.5,0.0,20.0,False,True,227,5633.44,1.51,-877.82,188,10199.37,1.86,-1434.07,15832.810000000001,1.51,False
strangle,0.2,1.5,0.0,20.0,True,False,177,7846.27,2.12,-618.99,181,16669.78,2.7,-1333.2,24516.05,2.12,False
strangle,0.2,1.5,0.0,20.0,True,True,177,4474.46,1.49,-959.09,181,10223.56,1.9,-1434.07,14698.02,1.49,False
strangle,0.2,1.5,0.0,25.0,False,False,248,11718.84,2.06,-904.55,230,17527.01,2.19,-2187.12,29245.85,2.06,True
strangle,0.2,1.5,0.0,25.0,False,True,248,6709.49,1.54,-877.82,230,10663.44,1.7,-1460.53,17372.93,1.54,True
strangle,0.2,1.5,0.0,25.0,True,False,191,9875.31,2.3,-618.99,204,17915.49,2.54,-1573.9,27790.800000000003,2.3,True
strangle,0.2,1.5,0.0,25.0,True,True,191,5618.03,1.56,-877.82,204,10736.7,1.8,-1536.64,16354.73,1.56,True
strangle,0.2,1.5,0.3,0.0,False,False,252,7862.09,1.69,-1149.61,250,10272.79,1.56,-5464.86,18134.88,1.56,False
strangle,0.2,1.5,0.3,0.0,False,True,252,4718.44,1.41,-971.86,250,6486.53,1.38,-3137.11,11204.97,1.38,True
strangle,0.2,1.5,0.3,0.0,True,False,191,6149.86,1.78,-790.79,207,12994.22,2.12,-1601.58,19144.079999999998,1.78,True
strangle,0.2,1.5,0.3,0.0,True,True,191,3651.5,1.39,-971.86,207,8417.17,1.69,-1562.66,12068.67,1.39,True
strangle,0.2,1.5,0.3,20.0,False,False,227,5314.58,1.52,-1430.78,188,11606.1,2.12,-1462.53,16920.68,1.52,False
strangle,0.2,1.5,0.3,20.0,False,True,227,4254.74,1.43,-971.86,188,7340.46,1.66,-1434.07,11595.2,1.43,False
strangle,0.2,1.5,0.3,20.0,True,False,177,4695.31,1.65,-790.79,181,11972.18,2.24,-1462.53,16667.49,1.65,False
strangle,0.2,1.5,0.3,20.0,True,True,177,2872.46,1.34,-1315.79,181,7487.13,1.71,-1434.07,10359.59,1.34,False
strangle,0.2,1.5,0.3,25.0,False,False,248,7482.03,1.68,-1044.92,230,12273.71,1.88,-2536.67,19755.739999999998,1.68,True
strangle,0.2,1.5,0.3,25.0,False,True,248,4894.03,1.44,-971.86,230,7755.76,1.55,-1642.34,12649.79,1.44,True
strangle,0.2,1.5,0.3,25.0,True,False,191,6149.86,1.78,-790.79,204,13120.83,2.18,-1601.58,19270.69,1.78,True
strangle,0.2,1.5,0.3,25.0,True,True,191,3651.5,1.39,-971.86,204,8155.95,1.67,-1562.66,11807.45,1.39,True
strangle,0.2,1.5,0.5,0.0,False,False,252,3305.9,1.29,-1418.65,250,4747.84,1.28,-5512.5,8053.74,1.28,False
strangle,0.2,1.5,0.5,0.0,False,True,252,1728.86,1.15,-1115.34,250,3328.62,1.22,-3005.88,5057.48,1.15,False
strangle,0.2,1.5,0.5,0.0,True,False,191,2544.15,1.32,-954.97,207,7791.71,1.71,-1342.52,10335.86,1.32,True
strangle,0.2,1.5,0.5,0.0,True,True,191,1235.45,1.14,-1053.19,207,5148.79,1.46,-1351.07,6384.24,1.14,False
strangle,0.2,1.5,0.5,20.0,False,False,227,1474.14,1.14,-1902.04,188,6006.93,1.58,-1507.0,7481.070000000001,1.14,False
strangle,0.2,1.5,0.5,20.0,False,True,227,1709.45,1.18,-1299.96,188,3886.44,1.37,-1351.07,5595.89,1.18,False
strangle,0.2,1.5,0.5,20.0,True,False,177,1640.06,1.22,-1320.46,181,6478.56,1.68,-1507.0,8118.620000000001,1.22,False
strangle,0.2,1.5,0.5,20.0,True,True,177,817.21,1.1,-1830.7,181,4118.1,1.42,-1351.07,4935.31,1.1,False
strangle,0.2,1.5,0.5,25.0,False,False,248,2775.38,1.24,-1696.93,230,6720.07,1.52,-2441.99,9495.45,1.24,False
strangle,0.2,1.5,0.5,25.0,False,True,248,1928.7,1.18,-1115.34,230,4525.78,1.36,-1480.19,6454.48,1.18,False
strangle,0.2,1.5,0.5,25.0,True,False,191,2544.15,1.32,-954.97,204,7420.94,1.7,-1342.52,9965.09,1.32,True
strangle,0.2,1.5,0.5,25.0,True,True,191,1235.45,1.14,-1053.19,204,4941.84,1.45,-1351.07,6177.29,1.14,False
strangle,0.2,2.0,0.0,0.0,False,False,252,22410.25,2.95,-819.49,250,27240.3,2.38,-4229.52,49650.55,2.38,False
strangle,0.2,2.0,0.0,0.0,False,True,252,13560.84,2.27,-853.26,250,15961.07,1.97,-2604.68,29521.91,1.97,True
strangle,0.2,2.0,0.0,0.0,True,False,191,17821.43,3.39,-756.41,207,26456.13,2.99,-1694.18,44277.56,2.99,True
strangle,0.2,2.0,0.0,0.0,True,True,191,10418.24,2.21,-967.65,207,15997.66,2.33,-1681.97,26415.9,2.21,True
strangle,0.2,2.0,0.0,20.0,False,False,227,16953.47,2.58,-1121.62,188,24379.18,3.31,-1172.95,41332.65,2.58,False
strangle,0.2,2.0,0.0,20.0,False,True,227,10851.69,2.09,-822.85,188,14480.01,2.36,-1106.04,25331.7,2.09,False
strangle,0.2,2.0,0.0,20.0,True,False,177,14475.3,2.98,-756.41,181,23747.83,3.37,-1172.95,38223.130000000005,2.98,False
strangle,0.2,2.0,0.0,20.0,True,True,177,8522.13,2.06,-822.85,181,13852.66,2.33,-1106.04,22374.79,2.06,False
strangle,0.2,2.0,0.0,25.0,False,False,248,21729.76,2.96,-819.49,230,29011.4,3.03,-1496.01,50741.16,2.96,True
strangle,0.2,2.0,0.0,25.0,False,True,248,13107.37,2.23,-967.65,230,16341.25,2.2,-1577.84,29448.620000000003,2.2,True
strangle,0.2,2.0,0.0,25.0,True,False,191,17821.43,3.39,-756.41,204,26931.02,3.19,-1694.18,44752.45,3.19,True
strangle,0.2,2.0,0.0,25.0,True,True,191,10418.24,2.21,-967.65,204,15661.56,2.3,-1681.97,26079.8,2.21,True
strangle,0.2,2.0,0.3,0.0,False,False,252,17730.69,2.72,-986.4,250,20016.72,2.04,-4952.68,37747.41,2.04,False
strangle,0.2,2.0,0.3,0.0,False,True,252,11730.8,2.32,-867.92,250,12861.27,1.89,-2544.54,24592.07,1.89,True
strangle,0.2,2.0,0.3,0.0,True,False,191,13929.01,3.05,-674.3,207,20847.27,2.66,-1356.45,34776.28,2.66,True
strangle,0.2,2.0,0.3,0.0,True,True,191,8687.84,2.16,-867.92,207,13337.95,2.3,-1558.9,22025.79,2.16,True
strangle,0.2,2.0,0.3,20.0,False,False,227,13410.42,2.41,-986.4,188,19114.51,2.9,-1311.92,32524.93,2.41,False
strangle,0.2,2.0,0.3,20.0,False,True,227,9639.8,2.18,-867.92,188,11641.65,2.23,-935.56,21281.449999999997,2.18,False
strangle,0.2,2.0,0.3,20.0,True,False,177,11297.8,2.7,-674.3,181,18735.9,2.96,-1311.92,30033.7,2.7,False
strangle,0.2,2.0,0.3,20.0,True,True,177,7194.55,2.04,-867.92,181,11136.46,2.21,-935.56,18331.01,2.04,False
strangle,0.2,2.0,0.3,25.0,False,False,248,17042.13,2.71,-986.4,230,22738.06,2.66,-1285.21,39780.19,2.66,True
strangle,0.2,2.0,0.3,25.0,False,True,248,11369.14,2.28,-867.92,230,13743.47,2.18,-1478.17,25112.61,2.18,True
strangle,0.2,2.0,0.3,25.0,True,False,191,13929.01,3.05,-674.3,204,21480.66,2.86,-1356.45,35409.67,2.86,True
strangle,0.2,2.0,0.3,25.0,True,True,191,8687.84,2.16,-867.92,204,13076.73,2.27,-1558.9,21764.57,2.16,True
strangle,0.2,2.0,0.5,0.0,False,False,252,12387.1,2.26,-1057.65,250,13645.23,1.76,-4840.44,26032.33,1.76,False
strangle,0.2,2.0,0.5,0.0,False,True,252,8162.39,1.97,-969.89,250,9119.38,1.71,-2392.63,17281.77,1.71,True
strangle,0.2,2.0,0.5,0.0,True,False,191,9103.5,2.3,-723.9,207,15012.84,2.32,-1357.04,24116.34,2.3,True
strangle,0.2,2.0,0.5,0.0,True,True,191,5354.98,1.72,-969.89,207,9524.06,2.04,-1048.37,14879.039999999999,1.72,True
strangle,0.2,2.0,0.5,20.0,False,False,227,8710.63,1.92,-1057.65,188,12619.61,2.29,-1356.39,21330.239999999998,1.92,False
strangle,0.2,2.0,0.5,20.0,False,True,227,6633.72,1.87,-969.89,188,7703.47,1.88,-996.74,14337.19,1.87,False
strangle,0.2,2.0,0.5,20.0,True,False,177,7132.59,2.04,-723.9,181,12392.17,2.34,-1356.39,19524.760000000002,2.04,False
strangle,0.2,2.0,0.5,20.0,True,True,177,4293.59,1.62,-969.89,181,7328.87,1.86,-996.74,11622.46,1.62,False
strangle,0.2,2.0,0.5,25.0,False,False,248,11319.34,2.15,-1057.65,230,16083.77,2.25,-1531.66,27403.11,2.15,True
strangle,0.2,2.0,0.5,25.0,False,True,248,7824.98,1.93,-969.89,230,9948.51,1.97,-977.18,17773.489999999998,1.93,True
strangle,0.2,2.0,0.5,25.0,True,False,191,9103.5,2.3,-723.9,204,14798.16,2.35,-1357.04,23901.66,2.3,True
strangle,0.2,2.0,0.5,25.0,True,True,191,5354.98,1.72,-969.89,204,9317.11,2.02,-1048.37,14672.09,1.72,True
strangle,0.2,3.0,0.0,0.0,False,False,252,26900.62,3.3,-1018.51,250,34645.52,2.76,-7530.69,61546.14,2.76,False
strangle,0.2,3.0,0.0,0.0,False,True,252,16813.21,2.88,-1107.13,250,21127.16,2.46,-4713.09,37940.369999999995,2.46,False
strangle,0.2,3.0,0.0,0.0,True,False,191,21201.18,3.97,-847.6,207,33760.71,4.22,-1281.89,54961.89,3.97,True
strangle,0.2,3.0,0.0,0.0,True,True,191,13111.1,2.83,-1221.52,207,21024.05,3.3,-1088.57,34135.15,2.83,True
strangle,0.2,3.0,0.0,20.0,False,False,227,21243.18,2.99,-1161.28,188,28838.73,4.08,-1247.66,50081.91,2.99,False
strangle,0.2,3.0,0.0,20.0,False,True,227,14023.7,2.72,-823.95,188,17467.07,2.92,-1208.35,31490.77,2.72,False
strangle,0.2,3.0,0.0,20.0,True,False,177,17769.55,3.57,-762.94,181,28362.36,4.32,-1247.66,46131.91,3.57,False
strangle,0.2,3.0,0.0,20.0,True,True,177,11468.86,2.79,-823.95,181,17011.9,2.96,-1208.35,28480.760000000002,2.79,False
strangle,0.2,3.0,0.0,25.0,False,False,248,26352.13,3.35,-1018.51,230,37677.07,4.14,-1130.39,64029.2,3.35,True
strangle,0.2,3.0,0.0,25.0,False,True,248,16359.74,2.83,-1221.52,230,22985.03,3.31,-1088.57,39344.77,2.83,True
strangle,0.2,3.0,0.0,25.0,True,False,191,21201.18,3.97,-847.6,204,33950.83,4.47,-1281.89,55152.01,3.97,True
strangle,0.2,3.0,0.0,25.0,True,True,191,13111.1,2.83,-1221.52,204,20687.95,3.26,-1088.57,33799.05,2.83,True
strangle,0.2,3.0,0.3,0.0,False,False,252,21654.27,2.98,-1271.65,250,26517.37,2.31,-8116.84,48171.64,2.31,False
strangle,0.2,3.0,0.3,0.0,False,True,252,14638.38,2.96,-832.91,250,16281.71,2.21,-4844.21,30920.089999999997,2.21,False
strangle,0.2,3.0,0.3,0.0,True,False,191,16946.03,3.54,-697.65,207,26788.59,3.53,-1113.83,43734.619999999995,3.53,True
strangle,0.2,3.0,0.3,0.0,True,True,191,11132.49,2.77,-800.45,207,17202.71,3.12,-1122.11,28335.199999999997,2.77,True
strangle,0.2,3.0,0.3,20.0,False,False,227,17205.7,2.75,-1271.65,188,22854.25,3.43,-1254.31,40059.95,2.75,False
strangle,0.2,3.0,0.3,20.0,False,True,227,12502.86,2.87,-832.91,188,14163.59,2.71,-1122.11,26666.45,2.71,False
strangle,0.2,3.0,0.3,20.0,True,False,177,14265.83,3.23,-785.92,181,22638.04,3.64,-1254.31,36903.87,3.23,False
strangle,0.2,3.0,0.3,20.0,True,True,177,9893.07,2.8,-800.45,181,13830.58,2.76,-1122.11,23723.65,2.76,False
strangle,0.2,3.0,0.3,25.0,False,False,248,21097.72,3.02,-1271.65,230,29652.36,3.43,-1113.83,50750.08,3.02,True
strangle,0.2,3.0,0.3,25.0,False,True,248,14276.72,2.91,-832.91,230,18668.27,3.08,-1122.11,32944.99,2.91,True
strangle,0.2,3.0,0.3,25.0,True,False,191,16946.03,3.54,-697.65,204,27137.2,3.75,-1113.83,44083.229999999996,3.54,True
strangle,0.2,3.0,0.3,25.0,True,True,191,11132.49,2.77,-800.45,204,16941.49,3.08,-1122.11,28073.980000000003,2.77,True
strangle,0.2,3.0,0.5,0.0,False,False,252,16065.2,2.55,-1369.97,250,18188.86,1.93,-7353.86,34254.06,1.93,False
strangle,0.2,3.0,0.5,0.0,False,True,252,10971.98,2.59,-900.19,250,11091.48,1.89,-4688.5,22063.46,1.89,False
strangle,0.2,3.0,0.5,0.0,True,False,191,12042.75,2.74,-741.29,207,19607.41,2.89,-1113.83,31650.16,2.74,True
strangle,0.2,3.0,0.5,0.0,True,True,191,7809.17,2.27,-900.19,207,12414.31,2.69,-1197.62,20223.48,2.27,True
strangle,0.2,3.0,0.5,20.0,False,False,227,12150.16,2.25,-1369.97,188,16270.66,2.76,-1358.2,28420.82,2.25,False
strangle,0.2,3.0,0.5,20.0,False,True,227,9398.79,2.54,-900.19,188,9944.43,2.33,-1197.62,19343.22,2.33,False
strangle,0.2,3.0,0.5,20.0,True,False,177,10044.59,2.53,-798.81,181,16234.69,2.93,-1177.08,26279.28,2.53,False
strangle,0.2,3.0,0.5,20.0,True,True,177,7001.65,2.31,-900.19,181,9742.01,2.38,-1197.62,16743.66,2.31,False
strangle,0.2,3.0,0.5,25.0,False,False,248,14997.44,2.44,-1369.97,230,22261.18,2.92,-1113.83,37258.62,2.44,True
strangle,0.2,3.0,0.5,25.0,False,True,248,10634.57,2.54,-900.19,230,13793.8,2.74,-1197.62,24428.37,2.54,True
strangle,0.2,3.0,0.5,25.0,True,False,191,12042.75,2.74,-741.29,204,19647.5,3.03,-1113.83,31690.25,2.74,True
strangle,0.2,3.0,0.5,25.0,True,True,191,7809.17,2.27,-900.19,204,12207.36,2.66,-1197.62,20016.53,2.27,True
put,0.1,1.5,0.0,0.0,False,False,252,7262.04,1.47,-1061.21,250,12338.07,1.56,-2964.44,19600.11,1.47,True
put,0.1,1.5,0.0,0.0,False,True,200,6636.17,1.62,-877.82,182,12293.19,1.95,-1482.86,18929.36,1.62,False
put,0.1,1.5,0.0,0.0,True,False,191,5865.81,1.54,-877.82,207,11311.18,1.68,-1681.7,17176.99,1.54,True
put,0.1,1.5,0.0,0.0,True,True,170,5772.67,1.63,-877.82,169,11233.53,1.95,-1482.86,17006.2,1.63,False
put,0.1,1.5,0.0,20.0,False,False,227,3760.17,1.26,-1503.88,188,10241.18,1.71,-1646.34,14001.35,1.26,False
put,0.1,1.5,0.0,20.0,False,True,189,5303.21,1.52,-877.82,158,10452.01,1.98,-1292.94,15755.220000000001,1.52,False
put,0.1,1.5,0.0,20.0,True,False,177,3715.82,1.36,-1207.76,181,10470.63,1.77,-1646.34,14186.449999999999,1.36,False
put,0.1,1.5,0.0,20.0,True,True,160,4252.31,1.49,-959.09,153,10503.04,2.04,-1292.94,14755.350000000002,1.49,False
put,0.1,1.5,0.0,25.0,False,False,248,6806.27,1.45,-1061.21,230,11688.68,1.61,-2229.72,18494.95,1.45,True
put,0.1,1.5,0.0,25.0,False,True,200,6636.17,1.62,-877.82,178,11607.4,1.92,-1482.86,18243.57,1.62,False
put,0.1,1.5,0.0,25.0,True,False,191,5865.81,1.54,-877.82,204,11615.39,1.72,-1681.7,17481.2,1.54,True
put,0.1,1.5,0.0,25.0,True,True,170,5772.67,1.63,-877.82,169,11233.53,1.95,-1482.86,17006.2,1.63,False
put,0.1,1.5,0.3,0.0,False,False,252,4415.75,1.3,-1228.37,250,8584.62,1.42,-3241.03,13000.37,1.3,True
put,0.1,1.5,0.3,0.0,False,True,200,4595.32,1.46,-971.86,182,9387.19,1.8,-1508.89,13982.51,1.46,False
put,0.1,1.5,0.3,0.0,True,False,191,3618.89,1.35,-971.86,207,8505.87,1.56,-1707.72,12124.76,1.35,True
put,0.1,1.5,0.3,0.0,True,True,170,3888.96,1.46,-971.86,169,8753.2,1.82,-1508.89,12642.16,1.46,False
put,0.1,1.5,0.3,20.0,False,False,227,1512.16,1.11,-2181.32,188,7517.18,1.57,-1664.2,9029.34,1.11,False
put,0.1,1.5,0.3,20.0,False,True,189,3591.07,1.38,-971.86,158,7798.01,1.79,-1292.94,11389.08,1.38,False
put,0.1,1.5,0.3,20.0,True,False,177,1884.19,1.19,-1676.32,181,7916.15,1.64,-1664.2,9800.34,1.19,False
put,0.1,1.5,0.3,20.0,True,True,160,2697.31,1.33,-1373.16,153,7961.24,1.85,-1292.94,10658.55,1.33,False
put,0.1,1.5,0.3,25.0,False,False,248,3860.11,1.27,-1234.48,230,8544.51,1.49,-2193.68,12404.62,1.27,False
put,0.1,1.5,0.3,25.0,False,True,200,4595.32,1.46,-971.86,178,8906.87,1.78,-1508.89,13502.19,1.46,False
put,0.1,1.5,0.3,25.0,True,False,191,3618.89,1.35,-971.86,204,8893.71,1.62,-1707.72,12512.599999999999,1.35,True
put,0.1,1.5,0.3,25.0,True,True,170,3888.96,1.46,-971.86,169,8753.2,1.82,-1508.89,12642.16,1.46,False
put,0.1,1.5,0.5,0.0,False,False,252,1006.38,1.07,-1391.13,250,4520.29,1.24,-3346.55,5526.67,1.07,False
put,0.1,1.5,0.5,0.0,False,True,200,1764.73,1.18,-1053.19,182,6158.08,1.59,-1292.94,7922.8099999999995,1.18,False
put,0.1,1.5,0.5,0.0,True,False,191,993.42,1.1,-1187.63,207,4811.15,1.35,-1540.4,5804.57,1.1,False
put,0.1,1.5,0.5,0.0,True,True,170,1509.01,1.18,-1053.19,169,5523.23,1.58,-1292.94,7032.24,1.18,False
put,0.1,1.5,0.5,20.0,False,False,227,-1352.05,0.9,-3142.77,188,3256.52,1.26,-1708.67,1904.47,0.9,False
put,0.1,1.5,0.5,20.0,False,True,189,1099.33,1.12,-1466.6,158,4328.13,1.47,-1292.94,5427.46,1.12,False
put,0.1,1.5,0.5,20.0,True,False,177,-277.91,0.97,-2191.23,181,3740.48,1.32,-1708.67,3462.57,0.97,False
put,0.1,1.5,0.5,20.0,True,True,160,656.21,1.08,-1888.06,153,4576.35,1.52,-1292.94,5232.56,1.08,False
put,0.1,1.5,0.5,25.0,False,False,248,276.02,1.02,-1925.89,230,4257.35,1.26,-2299.2,4533.370000000001,1.02,False
put,0.1,1.5,0.5,25.0,False,True,200,1764.73,1.18,-1053.19,178,5426.03,1.52,-1292.94,7190.76,1.18,False
put,0.1,1.5,0.5,25.0,True,False,191,993.42,1.1,-1187.63,204,4647.32,1.35,-1540.4,5640.74,1.1,False
put,0.1,1.5,0.5,25.0,True,True,170,1509.01,1.18,-1053.19,169,5523.23,1.58,-1292.94,7032.24,1.18,False
put,0.1,2.0,0.0,0.0,False,False,252,14175.79,2.03,-1234.58,250,16430.26,1.7,-3050.29,30606.05,1.7,True
put,0.1,2.0,0.0,0.0,False,True,200,12743.43,2.43,-822.85,182,16695.2,2.45,-1528.25,29438.63,2.43,False
put,0.1,2.0,0.0,0.0,True,False,191,11357.09,2.22,-908.82,207,14467.32,1.85,-2631.31,25824.41,1.85,True
put,0.1,2.0,0.0,0.0,True,True,170,10281.55,2.31,-822.85,169,14838.57,2.36,-1528.25,25120.12,2.31,False
put,0.1,2.0,0.0,20.0,False,False,227,9445.16,1.73,-1234.58,188,13818.07,2.01,-1646.34,23263.23,1.73,False
put,0.1,2.0,0.0,20.0,False,True,189,10230.84,2.14,-822.85,158,13517.67,2.37,-1078.65,23748.510000000002,2.14,False
put,0.1,2.0,0.0,20.0,True,False,177,8088.49,1.87,-908.82,181,13509.06,2.04,-1646.34,21597.55,1.87,False
put,0.1,2.0,0.0,20.0,True,True,160,8008.65,2.02,-822.85,153,13030.24,2.36,-1078.65,21038.89,2.02,False
put,0.1,2.0,0.0,25.0,False,False,248,13948.76,2.05,-1234.58,230,17041.81,1.92,-1959.74,30990.57,1.92,True
put,0.1,2.0,0.0,25.0,False,True,200,12743.43,2.43,-822.85,178,15750.9,2.37,-1528.25,28494.33,2.37,False
put,0.1,2.0,0.0,25.0,True,False,191,11357.09,2.22,-908.82,204,15278.3,1.96,-2631.31,26635.39,1.96,True
put,0.1,2.0,0.0,25.0,True,True,170,10281.55,2.31,-822.85,169,14838.57,2.36,-1528.25,25120.12,2.31,False
put,0.1,2.0,0.3,0.0,False,False,252,11456.12,1.92,-1277.79,250,11928.09,1.56,-3952.12,23384.21,1.56,False
put,0.1,2.0,0.3,0.0,False,True,200,10890.85,2.43,-867.92,182,13615.23,2.35,-1616.04,24506.08,2.35,False
put,0.1,2.0,0.3,0.0,True,False,191,9427.37,2.16,-873.55,207,11343.74,1.75,-2340.19,20771.11,1.75,True
put,0.1,2.0,0.3,0.0,True,True,170,8772.17,2.31,-867.92,169,12171.83,2.29,-1616.04,20944.0,2.29,False
put,0.1,2.0,0.3,20.0,False,False,227,7479.55,1.64,-1525.48,188,10972.78,1.89,-1664.2,18452.33,1.64,False
put,0.1,2.0,0.3,20.0,False,True,189,8796.55,2.16,-867.92,158,10810.79,2.22,-992.7,19607.34,2.16,False
put,0.1,2.0,0.3,20.0,True,False,177,6678.55,1.82,-873.55,181,10820.85,1.93,-1664.2,17499.4,1.82,False
put,0.1,2.0,0.3,20.0,True,True,160,6866.27,2.03,-867.92,153,10423.12,2.21,-992.7,17289.39,2.03,False
put,0.1,2.0,0.3,25.0,False,False,248,11129.22,1.93,-1277.79,230,13153.55,1.79,-1853.61,24282.769999999997,1.79,True
put,0.1,2.0,0.3,25.0,False,True,200,10890.85,2.43,-867.92,178,12876.4,2.28,-1616.04,23767.25,2.28,False
put,0.1,2.0,0.3,25.0,True,False,191,9427.37,2.16,-873.55,204,12238.35,1.87,-2340.19,21665.72,1.87,True
put,0.1,2.0,0.3,25.0,True,True,170,8772.17,2.31,-867.92,169,12171.83,2.29,-1616.04,20944.0,2.29,False
put,0.1,2.0,0.5,0.0,False,False,252,7634.54,1.67,-1327.83,250,7451.43,1.39,-3780.94,15085.970000000001,1.39,False
put,0.1,2.0,0.5,0.0,False,True,200,7580.71,2.06,-969.89,182,9850.83,2.1,-1105.51,17431.54,2.06,False
put,0.1,2.0,0.5,0.0,True,False,191,5855.44,1.72,-969.89,207,7622.39,1.57,-2148.54,13477.83,1.57,True
put,0.1,2.0,0.5,0.0,True,True,170,5558.46,1.83,-969.89,169,8693.71,2.05,-1105.51,14252.169999999998,1.83,False
put,0.1,2.0,0.5,20.0,False,False,227,4131.18,1.37,-1356.89,188,6337.31,1.55,-1708.67,10468.490000000002,1.37,False
put,0.1,2.0,0.5,20.0,False,True,189,5943.3,1.83,-969.89,158,7095.27,1.87,-1053.88,13038.57,1.83,False
put,0.1,2.0,0.5,20.0,True,False,177,3679.84,1.45,-969.89,181,6299.0,1.58,-1708.67,9978.84,1.45,False
put,0.1,2.0,0.5,20.0,True,True,160,4062.51,1.61,-969.89,153,6821.22,1.87,-1053.88,10883.73,1.61,False
put,0.1,2.0,0.5,25.0,False,False,248,6904.18,1.6,-1327.83,230,8361.88,1.55,-2167.41,15266.06,1.55,True
put,0.1,2.0,0.5,25.0,False,True,200,7580.71,2.06,-969.89,178,9118.78,2.02,-1105.51,16699.49,2.02,False
put,0.1,2.0,0.5,25.0,True,False,191,5855.44,1.72,-969.89,204,7614.64,1.59,-2148.54,13470.08,1.59,True
put,0.1,2.0,0.5,25.0,True,True,170,5558.46,1.83,-969.89,169,8693.71,2.05,-1105.51,14252.169999999998,1.83,False
put,0.1,3.0,0.0,0.0,False,False,252,16526.37,2.26,-1415.36,250,23241.49,2.19,-3444.71,39767.86,2.19,True
put,0.1,3.0,0.0,0.0,False,True,200,15380.83,3.07,-823.95,182,21875.05,3.6,-1088.57,37255.88,3.07,False
put,0.1,3.0,0.0,0.0,True,False,191,13623.43,2.67,-873.37,207,21066.36,2.64,-1391.16,34689.79,2.64,True
